date,id,text,time,latitude,longitude
2018-04-29,107971179911110210210110110910510810849,Happening now and are there ever some onolicious recipes submitted! Come on down and join the,21:25:12,19.23809437,-155.47875964
2018-04-29,116114979910112111810511099101108,Exploring the rainforest along Mt Kīlauea and was in awe by these incredible unfurling ferns,22:00:23,19.39923,-155.287
2018-04-29,112105110101971121121081019910897110,BAECATION. Quick Kona mish with the fam.#pbear #howtoraiseamermaid #farmersmarkethawaii,22:12:29,19.9240327,-155.88749886
2018-04-29,9711711610511510911511199105101116121104105,Zo3qCFQkWk One of the,23:12:59,19.73888889,-156.04555556
2018-04-29,11810599116111114105971169710510997110101,Celebrating this precious one today! The most royal 1 year old I know! Love you baby girl! ♥️,23:23:57,19.65,-155.994
2018-04-29,10297105116104971101101015453,Paradise through a dirty window... #almostthere #BigIslandbound,23:45:56,19.73888889,-156.04555556
2018-04-30,10510811111810111610410511598111116,I ♑ Hil,00:30:03,19.7,-155.1
2018-04-30,9997112116971051101095354,Home bound @ Hilo International Airpor,01:07:50,19.725278,-155.048333
2018-04-30,99104111119989798121108111118105110,Coffee ☕️ tour... that we didn’t end up going on because we didn’t wanna walk and then we just,01:13:43,19.51094635,-155.92149962
2018-04-30,51114100103971089712010597114116,pnUuJT2ZE3 Pure Silver Triple Wrapped Rings|Pure .999 Solid Silver||10 Gauge Thick,01:20:31,19.64188,-155.99315
2018-04-30,1101011081081051011089797110,"An oldie about to be put in the Etsy jewelry shop, link in bio beaded necklace bag big enough",01:23:16,19.5071,-154.914
2018-04-30,1061111019910411410511549575656,"One time, a volcano set the sky on fire. And when it cooled, the sky was left black and",03:00:23,19.56666667,-155.5
2018-04-30,1001111171031161041115657515448565549,My man Robbie Calvo sending me off in style. He know I love me some,04:52:09,19.6996,-155.99
2018-04-30,1071111109710411110910111610197109,Julio the Bull#vegaterian #vegatarianlife #vegan #veganlifestyle #beefjerkey #steak #bull  #pet,05:16:09,19.4982,-155.904
2018-04-30,575753120,.#ここが私のアナザースカイ.⬆︎やりました（笑）.Green sands beachの岩？の上からの絶景🙏✨✨荒々しくも美しい🙏✨✨.明日でBig,05:29:23,18.93633278,-155.64671239
2018-04-30,1071011111071051071051199710497,Being asked to write the definitions of #aloha and #ʻohana for a major strategic document is an,06:39:07,19.397388,-155.880405
2018-04-30,111112116105109105115116105991181059810149,My beautiful Mother told me during our weekly Sunday morning chat this morning that she will be,07:12:29,19.49332,-155.91775990000005
2018-04-30,11810511197114116535055,Yesterday we went back to Kua Bay for the day. It was cloudy &amp; a bit,09:32:04,19.81017904,-156.00640936
2018-04-30,115117103971149510810111511595108111118101,#Just Wait #Peace #Hirado #Holland  #Bolshevik  #Siberia  #Kyoto #Germany #Hakuba #North pole,14:46:55,20.077462,-155.463154
2018-04-30,10611111410097110102111114116104,rlXS4NYE96#goals#breath#father#daughter#child#childhood#obese#family#yoga#pil,14:49:54,19.65,-155.994
2018-04-30,100985695119105102101121,This has got to be one of the sweetest posts ever 😍😊 thank you,17:41:14,19.7055,-155.086
2018-04-30,101108101991161141059995115117114102101114,"🤙, The XHot Coffey Squad @ Skateboarders Paradis",17:55:14,19.63224019,-155.26977539
2018-04-30,118101114111114111120,"I swear no filter on this photo...The most natural, beautiful,",18:47:09,19.9163848,-155.88579531
2018-04-30,10699104971101079910497110,"I'm at Queens' Marketplace in Waikoloa, H",19:16:57,19.91409904,-155.88011061
2018-04-30,107105110103115115104111112115104105,"#Repost @lcore_paris・・・For vibrant skin: apply the 24K Vitamin C Serum, massage, and relax ☀🌊",19:34:01,19.9165096,-155.8822174
2018-04-30,1021081011169910495112104111116111,Monday feels! @fletch_photo #freeasakid #magicmonday #maunaroad #maunaroadadventure,19:46:10,20.02027778,-155.66777778
